Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,941.9199305,1061.660439,1307.396413,1565.648635,1784.415208,2000.751986,2255.369017,2595.024274,3070.43927,3806.149554,4512.53968,5415.84781,6025.847582,6325.240905,6575.480383,6680.375752,7037.93903,7514.483547,7230.320509,7702.670148,8027.630989,8355.618496,8572.373329,10094.75889,9797.96854,10027.85604,10382.63072,10993.36905,12079.86548,13599.90862,15276.06799,15786.3578,13979.26269,13017.31039,12817.84157,13525.61622,13342.085,
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1807.458766,1874.625271,1851.320558,1963.5368,2127.566902,2276.968331,2339.285191,2575.050565,2718.590467,2985.579598,3298.320932,3488.220909,3941.482575,4760.851434,6470.157975,6989.00049,7470.460784,7759.008756,8235.005809,9274.322734,10187.79667,11828.06521,12760.85193,11512.09189,12431.30496,11436.44754,11363.97745,11627.79453,14262.30342,17810.61462,18221.10499,18840.64044,18594.64928,17661.65887,18083.1385,20364.2497,21921.7799,23526.28664,21341.72965,20537.47184,21666.95168,19496.63871,20062.22114,23445.18676,30449.61965,33995.85167,36100.55852,40976.45219,49650.41754,42702.19828,51800.93139,62133.67753,67524.76053,67458.35541,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2053.809514,2375.242674,2917.004844,3881.349717,4619.601728,5272.887682,5664.707422,6794.220945,8185.701971,9770.17215,10843.36172,9362.639985,9387.677728,9514.431834,8969.405618,9150.001211,13051.55561,16353.27943,17536.27209,17426.86354,21628.76023,22356.92392,24820.22783,24023.51547,25584.91782,30252.79469,29742.42881,26646.88394,27289.63071,27116.67608,24517.26745,24489.73553,26351.37568,32102.93055,36694.99726,38241.09136,40428.92255,46554.50983,51293.17065,47526.27105,46444.18444,51045.67795,48348.23206,50546.6975,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6712504,763.1012122,883.614009,1045.026415,1578.36733,2472.997476,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7393.771877,7811.789819,
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.33307368,71.46943355,73.76032779,78.87416092,86.5716238,51.63793676,52.45748852,55.11290688,55.22538559,56.05911385,70.21250721,72.08427138,69.57464447,84.94113497,95.27527395,114.4921667,119.7466788,143.1306097,155.758233,194.7068056,222.8809396,228.5597928,232.4235223,241.350851,213.4434481,240.8759845,243.4790645,221.5647959,204.9682729,204.414541,201.9491438,203.0338024,184.106199,156.3422534,151.3355106,161.1015779,138.0628074,152.741207,138.6191491,123.4596667,130.4238485,128.1980583,117.2814013,108.014551,121.8593036,143.7835295,158.3050232,162.8275094,186.8717489,194.8966661,219.5297995,246.9143271,251.014523,267.1093219,
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2776.425584,3094.670049,3846.225601,4919.628733,5755.636767,6726.901176,7270.634304,8459.043071,10328.95949,11855.59955,12912.99829,10663.26204,9379.449557,8879.927336,8489.480379,8784.14821,12216.39331,15193.50091,16453.52337,16588.00158,20678.83689,21121.80303,23461.63956,22368.80992,24300.75913,28522.04755,27646.08702,24957.59074,25465.29683,25391.74575,23151.93577,23078.37456,25006.81868,30702.51349,35549.03305,36927.10434,38934.37208,44447.38192,48563.0869,44996.45245,44358.26064,47814.08305,44827.66283,46877.98625,
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,93.02258497,95.56692204,94.45187435,99.84044476,104.3237589,110.1326111,112.9735471,112.0276403,117.0224628,116.1885064,114.7366636,112.7455181,135.0086718,162.1749431,174.1707255,207.4405897,208.7604401,218.5292906,263.6310781,327.8231499,377.956636,337.7945068,322.4788073,270.7670925,252.4356598,243.9115095,302.6655703,343.6791653,345.809265,310.6327258,391.8934468,383.2953624,315.2182868,407.450188,276.1591211,362.4709495,382.2854406,356.5782605,375.0241065,369.2449748,339.4730257,348.3345495,378.6587084,464.046143,511.2929789,532.6109982,557.2324469,633.0045634,739.2452143,712.5454071,690.0022811,745.3918675,750.5131242,804.6924986,
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,68.42470569,71.5582089,76.52061097,78.37210249,80.47270761,81.72511987,82.54562462,84.36313619,84.73303283,86.52021767,81.49993121,84.28782711,99.32678734,113.7804652,124.3589337,152.7281454,155.6489366,176.7832501,225.9415576,262.0758372,282.6857854,254.2308043,245.0946289,217.9946709,193.8431596,200.8942645,256.7624457,291.1317961,313.0618339,304.8532727,351.9792491,346.410432,240.9633995,244.1271502,193.0702424,235.8322318,249.3646791,229.5052257,255.738905,267.2115822,224.9286471,235.4617989,260.6935797,332.2270756,371.2179868,406.9988043,422.8448175,474.5899781,569.6392934,553.0423743,592.6074699,649.92523,651.6533151,683.9484018,
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,86.2967323,94.54855702,96.96753576,98.67434677,97.04055294,103.2621331,109.0920986,118.9762399,118.9600628,130.8870766,135.6187022,129.411781,91.4919171,115.6546162,175.7720078,268.3990519,136.3609353,126.9433183,170.479191,194.2375004,219.5756085,233.1521944,207.7518848,191.9000332,214.2618275,229.2263543,218.4812139,239.0643871,251.0324273,256.0164921,280.5656163,281.5987649,282.0296249,288.6617868,287.7124272,316.5085869,332.2362578,338.6985621,345.8759387,351.582591,355.9734341,348.7568929,347.2186123,372.9805204,400.4724749,421.1233114,495.7529663,543.5851601,619.2559213,685.4559636,762.8037395,841.5274955,862.0538953,957.824266,
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2261.417233,2255.761227,2220.823169,1897.078584,1943.062565,1959.938757,2261.757726,3168.865272,2561.108617,2449.800738,2377.335894,1267.734414,1214.484933,1278.517392,1149.377993,1554.721723,1208.952168,1346.936796,1772.034207,1663.676699,1634.424651,1783.454845,2077.063986,2697.15736,3331.090943,3785.65463,4370.639159,5782.99453,7115.911624,6738.100543,6580.813875,7588.808942,7198.045618,7498.831484,
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.597307,9269.146282,9446.158325,9421.452327,9590.777424,8706.829379,7041.42332,7554.512017,7957.790065,8029.987087,8528.760059,9057.723469,9088.579443,9707.222832,10138.12399,10376.36478,10525.95003,10628.05926,10013.87948,10330.86615,13562.73414,12846.45333,13149.31329,14344.92822,16027.34476,18156.37747,19460.04091,21049.56148,23037.88149,19251.12154,20545.96702,22466.88346,23339.01944,24689.10563,
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1550.337434,1651.459295,1752.953116,1867.124019,1994.540294,2144.907586,2322.975639,2556.868857,2804.669821,3215.447579,3179.238808,3297.923125,3322.574841,3696.642772,3416.586979,3156.468059,3328.581426,3617.122739,4130.791867,5531.98973,6338.649957,6622.439695,7165.167019,7695.0405,8873.807681,9888.615756,10339.34807,11150.50679,11381.54573,12157.40303,12350.88048,11915.49663,11683.70932,11405.17512,11815.67689,12244.2421,12722.17091,17295.46968,18465.13938,20515.03193,21250.58185,21506.74411,22514.94472,22017.70778,22005.0031,23416.90369,23733.80768,24321.06511,23674.14021,22060.92098,21941.8693,21649.81943,22096.46199,22312.08297,
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1708414,530.1264111,799.3072569,1038.410242,1130.706392,1248.860539,1435.957686,1481.945715,1706.501954,2148.484346,2578.738087,2810.377029,3238.623648,3991.315423,4846.132163,4480.37759,4380.604285,4771.269282,4409.59212,4661.764245,
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.740304,1747.438671,1666.227513,1590.035409,1460.017544,1370.67271,1452.447002,1396.502166,1511.770268,1209.614881,1273.049124,1244.441997,1479.465321,1819.479028,2378.374894,3126.367778,3848.596299,4735.953138,6377.359692,5176.044701,5818.854859,6305.773662,6721.834908,7575.48211,
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,304.9105551,316.417307,327.1166456,336.9415831,351.1653323,377.5872027,406.1091238,420.4057604,386.953247,396.6576424,435.7011786,474.4480222,519.5716725,605.9334425,786.0750611,885.9779086,717.0507882,858.8155426,980.7731054,1074.249158,1351.013867,1307.211688,1183.183936,1212.938005,1315.313517,1268.221398,1343.87515,1587.08761,1760.142198,1980.443785,2202.322471,2323.903299,2658.592253,2821.084837,2870.106012,2995.872536,3019.523641,2994.261004,3060.52644,3159.699792,3486.164318,3555.660142,3704.536765,3833.424942,3991.284334,4097.538614,4363.82655,4509.296252,4662.419092,4441.482346,4527.336639,4701.547995,4856.715732,4893.926635,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,1961.538169,2020.385965,2020.265248,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,84470.75527,,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,167.9358962,178.6670556,191.0530561,201.1678694,221.6076524,242.2988934,258.9901385,275.9853814,226.0423663,234.2919242,241.1932419,253.4997481,283.9378101,278.1858344,451.3357573,504.3222286,559.3622234,645.2329056,733.7970594,843.1610774,845.1427662,1071.763987,993.9185342,940.9966975,1045.652331,890.1661508,640.2163312,686.7486812,709.3484238,710.7025209,716.4482873,768.0698806,792.3110302,786.3573253,801.366681,879.4821452,947.4825942,993.3838346,1042.610578,995.512551,988.5332893,939.1453811,893.9468885,896.3721252,954.9220895,1020.790305,1203.254183,1355.887234,1695.562179,1735.14337,1934.666067,2319.595984,2575.683695,2867.639791,
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,208.387302,203.190475,257.8233014,289.0583275,258.6279445,258.2388961,312.0633232,343.5263863,370.7245833,399.7325007,440.6354471,499.9036829,580.6711362,767.9947829,994.7260068,1143.132218,1377.857234,1552.781332,1728.643262,1891.705908,1930.538471,2115.074377,2208.832593,1558.418524,1567.315607,1636.601162,1928.720174,2074.409516,2287.237001,2893.657808,3086.915491,2677.149908,2526.336624,2791.518675,3426.101824,4749.814207,5107.79392,5219.098144,4979.144846,3411.865896,3694.462668,3128.144846,2810.695347,3039.671627,3607.191571,4739.305437,5787.975574,7193.924995,8622.551938,8373.45773,10978.26024,12576.19559,11319.97371,11208.08274,
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,378.5145575,402.4906514,416.9630918,467.1251249,462.2312581,487.4031854,523.9048838,579.8031424,579.3322278,649.6129249,760.6363362,850.5250012,966.9243931,1171.988007,1392.876764,1637.032381,1767.984643,2003.417629,2233.013285,2701.8387,3458.576329,3792.410471,3945.329738,4168.858627,4521.969509,4710.679783,5149.99825,5647.816872,5984.123631,6593.031015,7801.917838,7714.460431,7475.772428,7818.416071,8197.252294,8595.253063,9139.897886,9634.310502,10831.892,11314.07065,11675.2124,11600.43385,11756.28144,12077.80124,12893.59123,14224.98245,15691.84826,16335.95992,16358.04693,16460.75712,15812.27978,15503.32855,14917.14951,,
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1112.414117,1235.651484,1233.96153,1360.960738,1301.50801,1380.52328,1455.51209,1909.49929,2925.150979,6953.804955,7265.980718,8507.316435,9968.594512,10765.7372,15011.29686,25531.47107,21926.66953,20795.85442,18227.91581,17440.22449,15798.04862,10280.99025,11672.34551,11083.95007,11954.16084,13702.43034,14003.8552,15384.36828,14681.48324,14223.25907,16047.36235,16910.46883,16770.78377,12771.0228,14175.61117,18086.60407,16516.83677,16868.3921,18541.92453,21819.28674,25913.57837,30613.27687,32109.09775,37093.9909,27211.88206,30880.34486,41059.94509,41126.61284,38563.31451,
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,328.6612683,345.1965415,342.6992076,372.0965479,370.900713,367.0105575,415.7305593,505.1606045,548.7193911,521.133121,559.5781442,467.4584084,474.715996,453.2065333,529.3352565,595.2671116,617.2933371,702.2302774,706.2562409,763.8289725,778.1664449,820.0560128,897.3943466,1009.155197,1108.518345,1258.990994,1348.730837,1760.602629,1817.781057,1795.14947,2211.340513,2495.386975,2458.395828,2362.581737,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,58.01796262,61.30228794,64.79115811,67.48070285,71.78598709,76.83900543,83.94368984,92.87705257,101.789896,115.2214618,138.8439561,177.2978456,223.279509,318.8310019,385.8523659,431.6554757,435.2463696,508.1426137,638.711186,853.3145524,1063.512327,1038.177983,947.4371725,1057.529832,1082.547929,941.0179809,1137.990354,1555.667942,2029.290298,2295.467134,2739.073484,2767.87741,2830.212158,2763.649031,2757.042726,2987.521379,2990.617274,3029.093551,2831.006218,3179.423007,3297.478684,3078.279632,3006.59407,4098.838026,4829.516059,5294.379474,5341.397476,5711.72849,5746.978873,5178.439113,6980.361812,7734.033935,7254.560471,7315.019289,
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,74.59629121,80.52069618,79.96806883,81.58782909,87.85880661,91.32220743,93.84542062,95.32440203,109.2530119,104.9238121,103.4097967,108.0312859,121.1775262,139.9782495,142.414234,187.6989974,218.8339562,240.5922529,282.8079239,316.5156714,350.4912064,296.9186618,310.3590912,265.1259066,249.5448519,329.7192008,418.09819,438.2050099,452.5295512,432.7144579,494.6098561,462.2702828,462.8040662,409.1911474,265.9393805,340.5047399,300.806324,273.8144879,276.5293528,280.0030869,251.3526401,251.571807,263.1597031,297.6143873,326.1973133,340.9078669,365.4970833,413.4814386,474.389479,464.5132313,456.5634087,494.9260803,479.4709839,333.1968806,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2294.568814,2231.293824,2255.230044,2354.839122,2529.518179,2739.585849,3010.705908,3173.076194,3411.060154,3703.990405,4115.656516,4579.272544,5133.787796,5861.661641,7032.749541,7478.535911,8770.34698,8879.22104,9082.20853,9997.198432,11118.48251,12279.06036,12437.62509,13368.90674,13768.8791,13991.21455,14335.74387,16158.98743,18814.56455,20586.55751,21302.39691,21591.13916,20692.72203,19936.37706,19785.67904,20509.00309,21129.43543,21709.29634,20875.24831,22109.60399,24031.9512,23573.75007,23995.01633,28026.00601,31829.52256,36029.32267,40244.8531,44328.50977,46398.70244,40764.1215,47465.34593,51790.56695,52409.19313,51958.38124,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388.943483,2272.684415,2390.646185,2496.02001,2817.317016,3462.363751,3719.101553,3711.658929,4082.719002,3956.478113,3940.112036,4343.423799,4914.151973,5925.579143,7126.85047,8294.536935,9403.337491,11896.45915,14371.24789,12105.4243,12452.42393,13711.77482,12837.72729,13604.05482,
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783603,,,,,,,,,,,18785.03644,17110.44514,17434.88509,17298.56641,16457.82916,16613.62848,23691.97026,29484.873,31664.15929,30325.75893,38332.15172,38303.04989,39435.53813,38005.32345,41738.97021,48540.57749,46610.05975,40429.93726,41487.69019,40577.33663,37813.23426,38538.64447,41336.72192,47960.56497,53255.97631,54798.57348,57346.94588,63225.26734,72120.22674,69669.33497,74276.71842,87998.44468,83295.25883,84815.40701,
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40538.06446,42406.93285,43299.40114,41608.46394,44157.16241,48226.07948,55842.65838,57209.24916,62263.83121,73577.16661,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,550.6272984,599.73615,683.7692858,664.4146993,685.3074867,699.5309454,792.6958602,765.0930096,767.3241729,870.123169,937.5909655,1096.277154,1161.43292,1622.455502,1513.260181,693.0920247,931.6801615,1245.055732,1415.604501,1879.181039,2463.488351,2872.854336,2108.53912,1685.218647,1612.585419,1359.451807,1437.152292,1666.66134,1931.545749,2186.65499,2388.307454,2706.813295,3244.299788,3416.87212,3882.808212,4941.045248,5167.599171,5567.942178,5266.152019,4781.7048,5133.077311,4625.336377,4487.150018,4866.33225,6223.973768,7614.522058,9371.427857,10378.9907,10685.9866,10141.60351,12681.7652,14510.9661,15245.468,15732.31377,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,88.72249762,75.04891521,70.12208196,73.42039214,84.57339733,97.47009951,103.1811732,95.49669148,90.37132883,98.88988471,111.8227227,117.1815931,130.1112649,155.0784389,157.9993803,175.8657481,162.9205234,182.6785743,154.9728026,182.2837669,193.0230692,195.3038505,201.4428913,223.2501317,248.2872451,291.7756745,279.1845419,249.4131039,280.9682913,307.4903384,314.4309774,329.7490797,362.8080967,373.8002843,469.2127702,604.2283509,703.120717,774.4675042,820.8657978,864.7308423,949.178065,1041.6377,1135.447952,1273.640744,1490.380055,1731.125235,2069.34363,2651.260119,3413.588648,3748.504063,4433.340886,5447.309378,6092.781886,6807.430824,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,157.1933651,171.6359696,172.5127542,195.6490451,227.441295,217.9687483,232.7477985,235.8672597,267.2454416,271.6764349,277.6624712,288.6745104,321.7673081,416.5840739,486.7126607,589.4045367,674.0805738,865.6978327,1043.818192,1155.606731,1231.087928,977.1054392,840.3571244,728.5325252,700.1602768,686.909626,868.6101322,923.0408844,906.2250499,833.1744926,891.0550883,837.3953129,861.1671369,825.8288219,602.4813869,773.708488,829.6138492,779.2911443,828.0759944,794.5994473,645.7656817,642.2152213,688.8559652,812.3976352,902.9864166,982.2314265,1007.839837,1133.409489,1326.661946,1305.147464,1311.326565,1309.008626,1365.873574,1528.937539,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,115.4073135,120.1198714,125.0272859,126.526884,133.7305454,135.969396,139.1730804,148.7210921,163.593492,174.5961743,171.3200388,177.5821328,200.5714072,240.0051702,299.546505,355.6461114,386.5308919,411.1424748,523.3887876,670.0100815,754.6648207,829.9342339,772.4072578,755.5204249,774.7025728,784.9096071,992.4963424,1115.211585,1098.755842,950.76221,923.8812783,1000.32416,890.5573168,1027.555695,680.6309045,626.9559952,679.776729,668.9964358,637.3912972,675.9498815,583.0948592,589.1651391,648.2987607,790.8912173,892.5257391,914.5496074,964.5995681,1069.856935,1190.213089,1163.012663,1145.368992,1256.710574,1219.931075,1328.640205,
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.9667837,145.8479469,155.9787895,157.0802165,164.8306189,171.2731734,185.3235338,193.9225203,199.4986938,204.4579259,205.9491868,234.1257637,289.4980973,370.5124346,388.1728351,493.6618817,471.5065663,464.5266437,518.3430017,686.9932673,949.5577014,1077.591705,1133.949876,1068.74287,1085.752382,1039.423729,864.9159833,1045.371936,979.5249718,1029.780383,1174.323843,1113.539533,1167.768341,744.2415125,668.2355461,777.7615975,908.1794991,806.966776,658.3067765,773.1820463,1029.974585,871.6709433,919.6870144,1039.379799,1347.870907,1718.100815,2120.097846,2233.308252,3059.226535,2401.298155,2920.406708,3414.05471,3153.739525,3167.045322,
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,252.4583646,276.1183355,292.5060774,276.5413818,332.4838995,311.987391,285.3511258,291.1670233,292.4874383,308.0239016,337.2427887,357.417814,387.0407113,449.9840713,527.4464698,545.8617262,624.7098372,774.6670837,904.3035223,1061.313488,1240.067543,1320.804427,1383.144768,1344.632561,1299.445674,1160.187872,1137.519996,1159.771588,1225.046589,1210.758187,1209.183533,1214.453693,1423.929203,1582.581351,2274.885405,2529.325296,2609.297132,2814.134205,2552.468374,2196.714685,2503.549492,2421.272646,2376.083803,2261.283608,2752.913454,3392.924413,3712.785525,4663.54289,5405.101152,5104.991193,6179.770329,7124.54892,7762.970829,7831.215313,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,393.83434,352.6931533,320.6293532,324.460513,304.2064605,315.3423295,435.7467342,513.188496,528.3267551,493.493255,605.7093883,583.5496524,614.3542206,593.8626765,408.5685355,497.7435554,482.6651071,433.1861616,428.962433,432.1715744,382.1603212,406.0951561,443.7504421,556.6473455,628.8862807,633.1812715,658.7100831,730.879264,796.9888071,772.8425217,756.8106118,808.3572438,767.2114252,814.9571488,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,471.6549086,458.1256721,453.5130174,436.2047123,406.4438682,416.1398911,568.2311418,693.9949137,772.4762033,772.5059519,871.9488216,889.2928484,968.2491951,1293.635953,1043.842046,1219.466937,1227.963197,1174.936076,1225.337755,1364.487256,1218.796031,1248.911424,1352.473771,1743.191153,1951.780821,2030.658982,2298.814822,3129.818792,3692.002674,3524.330353,3413.26337,3801.449765,3554.411133,3767.115364,
